Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost","Shipping Groups","Origin Locations","Dimensional Rules",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Product,466,"Twin Turbo TR 16T balerado BMW N54 780HP",physical,TW2011,,product,2,1,83860.00,0.00,0.00,75190.00,100,1;769857,296;245,"<p style=""text-align: justify;"">Tomioka Racing se complace en anunciar el lanzamiento de nuestro producto m&aacute;s nuevo, el N54 Ball Bearing Turbo. Dise&ntilde;ado para brindar un rendimiento y confiabilidad incomparables, este turbo es la actualizaci&oacute;n perfecta para cualquiera que busque llevar su motor BMW N54 al siguiente nivel con respecto a las opciones tradicionales de cojinetes de diario.</p>
<p style=""text-align: justify;"">Con un dise&ntilde;o de rodamiento de bolas de cer&aacute;mica dual de &uacute;ltima generaci&oacute;n, este turbo es capaz de ofrecer m&aacute;s potencia y tiempos de respuesta m&aacute;s r&aacute;pidos que los turbos de mu&ntilde;&oacute;n tradicionales. Su ingenier&iacute;a avanzada garantiza que pueda soportar altas temperaturas y presiones, lo que lo convierte en la opci&oacute;n ideal para d&iacute;as en pista y conducci&oacute;n en&eacute;rgica.</p>
<p style=""text-align: justify;"">El turbo con rodamiento de bolas N54 es un reemplazo atornillado directo del turbocompresor original, lo que hace que la instalaci&oacute;n sea muy sencilla tanto para los mec&aacute;nicos experimentados como para los principiantes. Y con su dise&ntilde;o elegante y moderno, quedar&aacute; fant&aacute;stico bajo el cap&oacute; de tu BMW.</p>
<p style=""text-align: justify;"">Estas son algunas de las caracter&iacute;sticas clave del turbo con rodamiento de bolas N54:</p>
<p style=""text-align: justify;"">Dise&ntilde;o de rodamiento de bolas para un rendimiento mejorado y tiempos de respuesta m&aacute;s r&aacute;pidos<br />Puede soportar altas temperaturas y presiones para un rendimiento confiable<br />Reemplazo atornillado directo para el turbocompresor original.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta +780HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li><span>BMW </span>E90/E91/E92/E93<span>&nbsp;</span>335i 2006&ndash;2010</li>
<li><span>BMW </span>E60/E61<span>&nbsp;</span>535i 2007&ndash;2010</li>
<li><span>BMW </span>E82/E88<span>&nbsp;</span>135i 2007&ndash;2010</li>
<li><span>BMW </span>E71 X6<span>&nbsp;</span>xDrive35i 2008&ndash;2010</li>
<li><span>BMW </span>E89 Z4<span>&nbsp;</span>sDrive35i 2009&ndash;2016</li>
<li><span>BMW </span>F01<span>&nbsp;</span>740i 2008&ndash;2012</li>
<li><span>BMW </span>E92/E93<span>&nbsp;</span>335is 2011&ndash;2013</li>
<li><span>BMW </span>E82 1 Series M Coupe 2011</li>
<li><span>BMW </span>E89<span>&nbsp;</span>Z4 sDrive35i 2011&ndash;2016</li>
</ul>",,,/twin-turbo-tr-16t-balerado-bmw-n54-780hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/466/images/1009/TW2011_1__98034.1730090950.386.513.jpg?c=1,,,TRUE,0,,,,
Image,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/466/images/1010/TW2011_3__33297.1730090950.386.513.jpg?c=1,,,FALSE,1,,,,
Image,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/466/images/1011/TW2011_2__91831.1730090950.386.513.jpg?c=1,,,FALSE,2,,,,
Product,467,"Turbo TR BWX700 doble balero cerámico BMW N55 600HP",physical,TW2009,,product,2,1,80820.00,0.00,0.00,72460.00,100,1;769857,296;245,"<p style=""text-align: justify;"">Eleve el rendimiento de su BMW a nuevas alturas con nuestro kit de turbocompresor con doble rodamiento cer&aacute;mico N55 de &uacute;ltima generaci&oacute;n. Dise&ntilde;ado espec&iacute;ficamente para plataformas BMW F2x y F3x equipadas con el motor N55 EWG, este kit turbo premium es la mejora definitiva para aumentar la potencia y liberar el verdadero potencial de su veh&iacute;culo.</p>
<p style=""text-align: justify;"">Optimizado para alto impulso y altas temperaturas.<br />A trav&eacute;s de un meticuloso an&aacute;lisis de flujo transitorio y rigurosas pruebas de flujo en banco, hemos optimizado la carcasa de la turbina HI-NI para el turbocompresor BWX700, asegurando la compatibilidad con el equipamiento y la ubicaci&oacute;n originales, manteniendo al mismo tiempo la v&aacute;lvula de descarga original. El robusto colector de escape de hierro fundido est&aacute; dise&ntilde;ado para soportar presiones y temperaturas extremas en aplicaciones de alto impulso.</p>
<p style=""text-align: justify;"">Eficiencia maximizada del flujo de aire con m&aacute;s de 10 patrones de ruedas Billet<br />Mejore el rendimiento de su veh&iacute;culo con temperatura de alto impulso y ruedas de palanquilla fresadas puntualmente de alta eficiencia con tuercas de bala. Esta caracter&iacute;stica innovadora maximiza la eficiencia del flujo de aire, lo que permite que su turbocompresor N55 con rodamientos cer&aacute;micos duales brinde una potencia sin precedentes.</p>
<p style=""text-align: justify;"">Integraci&oacute;n perfecta con componentes en stock<br />A diferencia de una simple actualizaci&oacute;n del turbo, nuestro kit de turbocompresor con rodamiento de bolas cer&aacute;mico dual N55 es una soluci&oacute;n perfectamente integrada que permite la incorporaci&oacute;n sin esfuerzo de bajantes de escape, tomas y tubos de carga originales. Este proceso de instalaci&oacute;n sin complicaciones le permite conservar la v&aacute;lvula de descarga de f&aacute;brica, la bajante de alto rendimiento, la entrada y la tuber&iacute;a de carga sin necesidad de piezas personalizadas.</p>
<p style=""text-align: justify;"">Libera 600 caballos de fuerza con las modificaciones adecuadas<br />Con las modificaciones adecuadas, este kit de turbocompresor N55 con doble rodamiento de bolas cer&aacute;micas puede desatar unos asombrosos 600 caballos de fuerza, llevando su experiencia de conducci&oacute;n a nuevas alturas de euforia.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta +600HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li>BMW 335i F30 2013-2015&nbsp;</li>
<li>BMW 335iDrive F30 2013-2015&nbsp;</li>
<li>BMW 435i F32 2013-2015&nbsp;</li>
<li>BMW 435i xDrive F32 2013-2016&nbsp;</li>
<li>BMW M135i F22 2014-2016&nbsp;</li>
<li>BMW M2 F87 2015-2018&nbsp;</li>
<li>BMW M235i F22 2014-2016&nbsp;</li>
<li>BMW M234i xDrive F22 2014-2016</li>
</ul>",,,/turbo-tr-bwx700-doble-balero-ceramico-bmw-n55-600hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/467/images/1012/TW2009_2__99769.1730091306.386.513.jpg?c=1,,,TRUE,0,,,,
Image,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/467/images/1013/TW2009_3__19751.1730091306.386.513.jpg?c=1,,,FALSE,1,,,,
Image,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/467/images/1014/TW2009_1__42754.1730091306.386.513.jpg?c=1,,,FALSE,2,,,,
Product,468,"Turbo TR Toyota GR Supra A90 750HP",physical,TT1000-CORE,,product,2,1,101400.00,0.00,0.00,90910.00,100,1;769857,296;264,"<p style=""text-align: justify;"">Nuestro &uacute;ltimo lanzamiento para el Toyota GR Supra A90 2020+. Con una rueda de compresor un 20 % m&aacute;s grande que el turbo de f&aacute;brica y utilizando las carcasas originales de Borg Warner, mejoramos a&uacute;n m&aacute;s el sistema aerodin&aacute;mico y de cojinetes para liberar la verdadera potencia de la planta de energ&iacute;a B58. Con una potencia de 750 CV, este turbo sacar&aacute; lo mejor del tan esperado Toyota GR Supra.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta +750HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li>Toyota GR Supra (A90) 2020+</li>
</ul>",,,/turbo-tr-toyota-gr-supra-a90-750hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/468/images/1015/TT1000-CORE_3__25037.1730091576.386.513.jpg?c=1,,,FALSE,1,,,,
Image,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/468/images/1016/TT1000-CORE_2__27319.1730091576.386.513.jpg?c=1,,,FALSE,2,,,,
Image,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/468/images/1017/TT1000-CORE_1__08214.1730091577.386.513.jpg?c=1,,,TRUE,0,,,,
Product,469,"Enkei PF01 16''x8'' 4x100 +38mm negro",physical,3796804938BK,,product,2,1,9270.00,0.00,0.00,8280.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 8''</li>
<li>Di&aacute;metro: 16''</li>
<li>Barrenaci&oacute;n: 4x100mm</li>
<li>Di&aacute;metro del orificio central: 73,00mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +38,00mm</li>
</ul>",,,/enkei-pf01-16x8-4x100-38mm-negro/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/469/images/1033/3796804938BK__45906.1741146675.386.513.jpg?c=1,,,TRUE,0,,,,
Product,471,"Enkei EKM3 18''x8'' 5x112 +45mm gris metalizado",physical,442-880-4445GM,,product,2,1,6370.00,0.00,0.00,5690.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 8''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x112mm</li>
<li>Di&aacute;metro del orificio central: 72,60mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +45,00mm</li>
</ul>",,,/enkei-ekm3-18x8-5x112-45mm-gris-metalizado/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/471/images/1034/442-880-4445GM__95971.1741146757.386.513.png?c=1,,,TRUE,0,,,,
Product,472,"Enkei EKM3 18''x8'' 5x112 +45mm gris",physical,442-880-4445HS,,product,2,1,6450.00,0.00,0.00,5760.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 8''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x112mm</li>
<li>Di&aacute;metro del orificio central: 72,60mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +45,00mm</li>
</ul>",,,/rin-enkei-ekm3-18x8-5x112-45mm-gris/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/472/images/1032/442-880-4445HS__17324.1741146625.386.513.png?c=1,,,TRUE,0,,,,
Product,473,"Enkei PF01 18''x10.5'' 5x114.3 +38mm negro",physical,460-8105-6638BK,,product,2,1,10680.00,0.00,0.00,9530.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 10.5''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x114.3mm</li>
<li>Di&aacute;metro del orificio central: 75,00mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +38,00mm</li>
</ul>",,,/enkei-pf01-18x10-5-5x114-3-38mm-negro/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/473/images/1031/460-895-6635BK__60156.1741146490.386.513.png?c=1,,,TRUE,0,,,,
Product,474,"Enkei PF01 18''x10.5'' 5x114.3 +38mm plateado",physical,460-8105-6638SP,,product,4,1,10400.00,0.00,0.00,9290.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 10.5''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x114.3mm</li>
<li>Di&aacute;metro del orificio central: 75,00mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +38,00mm</li>
</ul>",,,/enkei-pf01-18x10-5-5x114-3-38mm-plateado/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/474/images/1030/460-895-6635SP__27341.1741146420.386.513.png?c=1,,,TRUE,0,,,,
Product,475,"Enkei PF01 18''x9.5'' 5x114.3 +35mm negro",physical,460-895-6635BK,,product,4,1,10730.00,0.00,0.00,9580.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 9''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x114.3mm</li>
<li>Di&aacute;metro del orificio central: 75,00mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +35,00mm</li>
</ul>",,,/enkei-pf01-18x9-5-5x114-3-35mm-negro/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/475/images/1029/460-895-6635BK__98899.1741146363.386.513.png?c=1,,,TRUE,0,,,,
Product,476,"Enkei PF01 18''x9.5'' 5x114.3 +35mm plateado",physical,460-895-6635SP,,product,4,1,10240.00,0.00,0.00,9140.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 9.5''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x114.3mm</li>
<li>Di&aacute;metro del orificio central: 75,00mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +35,00mm</li>
</ul>",,,/enkei-pf01-18x9-5-5x114-3-35mm-plateado/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/476/images/1028/460-895-6635SP__25065.1741144345.386.513.png?c=1,,,TRUE,0,,,,
Product,478,"Enkei Raijin 18''x8'' 5x112 +45mm negro",physical,467-880-4445BK,,product,4,1,6650.00,0.00,0.00,5940.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 8''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x112mm</li>
<li>Di&aacute;metro del orificio central: 72,60mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +45,00mm</li>
</ul>",,,/enkei-raijin-18x8-5x112-45mm-negro/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/478/images/1027/467-880-4445BK__52994.1741144280.386.513.png?c=1,,,TRUE,0,,,,
Product,479,"Enkei PF07 17''x8.5'' 5x114.3 +55mm gris metalizado",physical,490-785-6555DS,,product,4,1,9130.00,0.00,0.00,8150.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 8.5''</li>
<li>Di&aacute;metro: 17''</li>
<li>Barrenaci&oacute;n: 5x114.3mm</li>
<li>Di&aacute;metro del orificio central: 75,00mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +55,00m</li>
</ul>",,,/enkei-pf07-17x8-5-5x114-3-55mm-gris-metalizado/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/479/images/1026/490-785-6555DS__95138.1741144121.386.513.png?c=1,,,TRUE,0,,,,
Product,480,"Enkei TS-V 18''x8.5'' 5x108 +40mm negro",physical,522-885-3140BK,,product,2,1,8140.00,0.00,0.00,7270.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 8.5''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x108mm</li>
<li>Di&aacute;metro del orificio central: 72,60mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +40,00mm</li>
</ul>",,,/enkei-ts-v-18x8-5-5x108-40mm-negro/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/480/images/1025/522-885-3140BK__54568.1741143986.386.513.png?c=1,,,TRUE,0,,,,
Product,481,"Enkei TS-V 18''x8.5'' 5x108 +40mm gris",physical,522-885-3140GR,,product,2,1,9610.00,0.00,0.00,8580.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 8.5''</li>
<li>Di&aacute;metro: 18''</li>
<li>Barrenaci&oacute;n: 5x108mm</li>
<li>Di&aacute;metro del orificio central: 72,60mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +40,00mm</li>
</ul>",,,/enkei-ts-v-18x8-5-5x108-40mm-gris/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/481/images/1035/522-885-3140GR__87389.1741146848.386.513.png?c=1,,,TRUE,0,,,,
Product,482,"Enkei RPT1 17''x9'' 6x139.7 +0mm gris metalizado",physical,528-790-8400GM,,product,4,1,12320.00,0.00,0.00,11000.00,46,1;769857,281,"<p style=""text-align: justify;"">Enkei se dedica a la perfecci&oacute;n y ofrece lo mejor del mercado en rines. Enkei tambi&eacute;n produce sofisticados rines de carreras de alta tecnolog&iacute;a para una variedad de deportes de motor, incluidos los rallys, los derrapes, las carreras de autos deportivos y las carreras de monoplazas, incluido el suministro de rines livianos de magnesio.</p>
<p>Especificaciones:</p>
<ul>
<li>Ancho: 9''</li>
<li>Di&aacute;metro: 17''</li>
<li>Barrenaci&oacute;n: 6x139.7mm</li>
<li>Di&aacute;metro del orificio central: 106,10mm</li>
<li>Material de la rueda: Aluminio formado por flujo</li>
<li>Offset: +0,00mm</li>
</ul>",,,/enkei-rpt1-17x9-6x139-7-0mm-gris-metalizado/,,,,,,,,FALSE,700.00,,,,7.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
